"","DATE","water_date","PRCP"
"2720",2015-03-12,2015-03-12,0.26
"2721",2015-03-13,2015-03-13,0.01
"2722",2015-03-14,2015-03-14,0.22
"2723",2015-03-15,2015-03-15,2.17
"2724",2015-03-16,2015-03-16,0.49
"2725",2015-03-17,2015-03-17,0.01
"2726",2015-03-18,2015-03-18,0.17
"2727",2015-03-19,2015-03-19,0.01
"2728",2015-03-20,2015-03-20,0
"2729",2015-03-21,2015-03-21,0.43
"2730",2015-03-22,2015-03-22,0
"2731",2015-03-23,2015-03-23,1.21
"2732",2015-03-24,2015-03-24,0.67
"2733",2015-03-25,2015-03-25,0.09
"2734",2015-03-26,2015-03-26,0.02
"2735",2015-03-27,2015-03-27,0.02
"2736",2015-03-28,2015-03-28,0.29
"2737",2015-03-29,2015-03-29,0
"2738",2015-03-30,2015-03-30,0
"2739",2015-03-31,2015-03-31,0.32
"2740",2015-04-01,2015-04-01,0.69
"2741",2015-04-02,2015-04-02,0.04
"2742",2015-04-03,2015-04-03,0
"2743",2015-04-04,2015-04-04,0.23
"2744",2015-04-05,2015-04-05,0.01
"2745",2015-04-06,2015-04-06,0.47
"2746",2015-04-07,2015-04-07,0.39
"2747",2015-04-08,2015-04-08,0.01
"2748",2015-04-09,2015-04-09,0.11
"2749",2015-04-10,2015-04-10,0.01
"2750",2015-04-11,2015-04-11,0.47
"2751",2015-04-12,2015-04-12,0.08
"2752",2015-04-13,2015-04-13,0.01
"2753",2015-04-14,2015-04-14,0.89
"2754",2015-04-15,2015-04-15,0.04
"2755",2015-04-16,2015-04-16,0
"2756",2015-04-17,2015-04-17,0
"2757",2015-04-18,2015-04-18,0
"2758",2015-04-19,2015-04-19,0
"2759",2015-04-20,2015-04-20,0
"2760",2015-04-21,2015-04-21,0
"2761",2015-04-22,2015-04-22,0.01
"2762",2015-04-23,2015-04-23,0
"2763",2015-04-24,2015-04-24,0.18
"2764",2015-04-25,2015-04-25,0.54
"2765",2015-04-26,2015-04-26,0
"2766",2015-04-27,2015-04-27,0.14
"2767",2015-04-28,2015-04-28,0
"2768",2015-04-29,2015-04-29,0.07
"2769",2015-04-30,2015-04-30,0
"2770",2015-05-01,2015-05-01,0
"2771",2015-05-02,2015-05-02,0
"2772",2015-05-03,2015-05-03,0
"2773",2015-05-04,2015-05-04,0
"2774",2015-05-05,2015-05-05,0
"2775",2015-05-06,2015-05-06,0
"2776",2015-05-07,2015-05-07,0.02
"2777",2015-05-08,2015-05-08,0
"2778",2015-05-09,2015-05-09,0
"2779",2015-05-10,2015-05-10,0
"2780",2015-05-11,2015-05-11,0
"2781",2015-05-12,2015-05-12,0.54
"2782",2015-05-13,2015-05-13,0.41
"2783",2015-05-14,2015-05-14,0.04
"2784",2015-05-15,2015-05-15,0
"2785",2015-05-16,2015-05-16,0.09
"2786",2015-05-17,2015-05-17,0.03
"2787",2015-05-18,2015-05-18,0
"2788",2015-05-19,2015-05-19,0
"2789",2015-05-20,2015-05-20,0
"2790",2015-05-21,2015-05-21,0.38
"2791",2015-05-22,2015-05-22,0.03
"2792",2015-05-23,2015-05-23,0.06
"2793",2015-05-24,2015-05-24,0
"2794",2015-05-25,2015-05-25,0
"2795",2015-05-26,2015-05-26,0
"2796",2015-05-27,2015-05-27,0
"2797",2015-05-28,2015-05-28,0
"2798",2015-05-29,2015-05-29,0
"2799",2015-05-30,2015-05-30,0
"2800",2015-05-31,2015-05-31,0
"2801",2015-06-01,2015-06-01,0.06
"2802",2015-06-02,2015-06-02,0.28
"2803",2015-06-03,2015-06-03,0.13
"2804",2015-06-04,2015-06-04,0.02
"2805",2015-06-05,2015-06-05,0
"2806",2015-06-06,2015-06-06,0
"2807",2015-06-07,2015-06-07,0
"2808",2015-06-08,2015-06-08,0
"2809",2015-06-09,2015-06-09,0
"2810",2015-06-10,2015-06-10,0
"2811",2015-06-11,2015-06-11,0
"2812",2015-06-12,2015-06-12,0
"2813",2015-06-13,2015-06-13,0
"2814",2015-06-14,2015-06-14,0
"2815",2015-06-15,2015-06-15,0
"2816",2015-06-16,2015-06-16,0
"2817",2015-06-17,2015-06-17,0
"2818",2015-06-18,2015-06-18,0
"2819",2015-06-19,2015-06-19,0
"2820",2015-06-20,2015-06-20,0
"2821",2015-06-21,2015-06-21,0
"2822",2015-06-22,2015-06-22,0
"2823",2015-06-23,2015-06-23,0
"2824",2015-06-24,2015-06-24,0
"2825",2015-06-25,2015-06-25,0
"2826",2015-06-26,2015-06-26,0
"2827",2015-06-27,2015-06-27,0
"2828",2015-06-28,2015-06-28,0
"2829",2015-06-29,2015-06-29,0.02
"2830",2015-06-30,2015-06-30,0
"2831",2015-07-01,2015-07-01,0
"2832",2015-07-02,2015-07-02,0
"2833",2015-07-03,2015-07-03,0
"2834",2015-07-04,2015-07-04,0
"2835",2015-07-05,2015-07-05,0
"2836",2015-07-06,2015-07-06,0
"2837",2015-07-07,2015-07-07,0
"2838",2015-07-08,2015-07-08,0
"2839",2015-07-09,2015-07-09,0.02
"2840",2015-07-10,2015-07-10,0.03
"2841",2015-07-11,2015-07-11,0
"2842",2015-07-12,2015-07-12,0.01
"2843",2015-07-13,2015-07-13,0
"2844",2015-07-14,2015-07-14,0
"2845",2015-07-15,2015-07-15,0
"2846",2015-07-16,2015-07-16,0
"2847",2015-07-17,2015-07-17,0
"2848",2015-07-18,2015-07-18,0
"2849",2015-07-19,2015-07-19,0
"2850",2015-07-20,2015-07-20,0
"2851",2015-07-21,2015-07-21,0
"2852",2015-07-22,2015-07-22,0
"2853",2015-07-23,2015-07-23,0
"2854",2015-07-24,2015-07-24,0
"2855",2015-07-25,2015-07-25,0.01
"2856",2015-07-26,2015-07-26,0.11
"2857",2015-07-27,2015-07-27,0
"2858",2015-07-28,2015-07-28,0
"2859",2015-07-29,2015-07-29,0
"2860",2015-07-30,2015-07-30,0
"2861",2015-07-31,2015-07-31,0
"2862",2015-08-01,2015-08-01,0
"2863",2015-08-02,2015-08-02,0
"2864",2015-08-03,2015-08-03,0
"2865",2015-08-04,2015-08-04,0
"2866",2015-08-05,2015-08-05,0
"2867",2015-08-06,2015-08-06,0
"2868",2015-08-07,2015-08-07,0
"2869",2015-08-08,2015-08-08,0.02
"2870",2015-08-09,2015-08-09,0.1
"2871",2015-08-10,2015-08-10,0.01
"2872",2015-08-11,2015-08-11,0
"2873",2015-08-12,2015-08-12,0
"2874",2015-08-13,2015-08-13,0.01
"2875",2015-08-14,2015-08-14,0
"2876",2015-08-15,2015-08-15,0.03
"2877",2015-08-16,2015-08-16,0
"2878",2015-08-17,2015-08-17,0
"2879",2015-08-18,2015-08-18,0
"2880",2015-08-19,2015-08-19,0
"2881",2015-08-20,2015-08-20,0
"2882",2015-08-21,2015-08-21,0
"2883",2015-08-22,2015-08-22,0
"2884",2015-08-23,2015-08-23,0
"2885",2015-08-24,2015-08-24,0
"2886",2015-08-25,2015-08-25,0
"2887",2015-08-26,2015-08-26,0
"2888",2015-08-27,2015-08-27,0
"2889",2015-08-28,2015-08-28,0.03
"2890",2015-08-29,2015-08-29,0.21
"2891",2015-08-30,2015-08-30,1.06
"2892",2015-08-31,2015-08-31,0.07
"2893",2015-09-01,2015-09-01,0.01
"2894",2015-09-02,2015-09-02,0.04
"2895",2015-09-03,2015-09-03,0.03
"2896",2015-09-04,2015-09-04,0.05
"2897",2015-09-05,2015-09-05,0
"2898",2015-09-06,2015-09-06,0
"2899",2015-09-07,2015-09-07,0
"2900",2015-09-08,2015-09-08,0
"2901",2015-09-09,2015-09-09,0
"2902",2015-09-10,2015-09-10,0
"2903",2015-09-11,2015-09-11,0
"2904",2015-09-12,2015-09-12,0
"2905",2015-09-13,2015-09-13,0
"2906",2015-09-14,2015-09-14,0
"2907",2015-09-15,2015-09-15,0
"2908",2015-09-16,2015-09-16,0.12
"2909",2015-09-17,2015-09-17,0.32
"2910",2015-09-18,2015-09-18,0
"2911",2015-09-19,2015-09-19,0
"2912",2015-09-20,2015-09-20,0
"2913",2015-09-21,2015-09-21,0
"2914",2015-09-22,2015-09-22,0
"2915",2015-09-23,2015-09-23,0
"2916",2015-09-24,2015-09-24,0
"2917",2015-09-25,2015-09-25,0.1
"2918",2015-09-26,2015-09-26,0.11
"2919",2015-09-27,2015-09-27,0
"2920",2015-09-28,2015-09-28,0
"2921",2015-09-29,2015-09-29,0
"2922",2015-09-30,2015-09-30,0
"2923",2016-10-01,2015-10-01,0.15
"2924",2016-10-02,2015-10-02,1.18
"2925",2016-10-03,2015-10-03,0.02
"2926",2016-10-04,2015-10-04,0.28
"2927",2016-10-05,2015-10-05,0.42
"2928",2016-10-06,2015-10-06,0.07
"2929",2016-10-07,2015-10-07,0.38
"2930",2016-10-08,2015-10-08,0.14
"2931",2016-10-09,2015-10-09,0.01
"2932",2016-10-10,2015-10-10,0.06
"2933",2016-10-11,2015-10-11,0.05
"2934",2016-10-12,2015-10-12,0
"2935",2016-10-13,2015-10-13,0.79
"2936",2016-10-14,2015-10-14,3.86
"2937",2016-10-15,2015-10-15,0.84
"2938",2016-10-16,2015-10-16,0.55
"2939",2016-10-17,2015-10-17,0.79
"2940",2016-10-18,2015-10-18,0.54
"2941",2016-10-19,2015-10-19,0.02
"2942",2016-10-20,2015-10-20,0.26
"2943",2016-10-21,2015-10-21,0.75
"2944",2016-10-22,2015-10-22,1.45
"2945",2016-10-23,2015-10-23,0.08
"2946",2016-10-24,2015-10-24,0.41
"2947",2016-10-25,2015-10-25,0.33
"2948",2016-10-26,2015-10-26,0.91
"2949",2016-10-27,2015-10-27,1.19
"2950",2016-10-28,2015-10-28,0.27
"2951",2016-10-29,2015-10-29,0.08
"2952",2016-10-30,2015-10-30,0.17
"2953",2016-10-31,2015-10-31,0.7
"2954",2016-11-01,2015-11-01,0.11
"2955",2016-11-02,2015-11-02,0.02
"2956",2016-11-03,2015-11-03,0.12
"2957",NA,2015-11-04,0
"2958",2016-11-05,2015-11-05,0.09
"2959",2016-11-06,2015-11-06,1.84
"2960",2016-11-07,2015-11-07,0.02
"2961",2016-11-08,2015-11-08,0
"2962",2016-11-09,2015-11-09,0.18
"2963",2016-11-10,2015-11-10,0.02
"2964",2016-11-11,2015-11-11,0.02
"2965",2016-11-12,2015-11-12,0.26
"2966",2016-11-13,2015-11-13,0.03
"2967",2016-11-14,2015-11-14,0.7
"2968",2016-11-15,2015-11-15,0.63
"2969",2016-11-16,2015-11-16,0.36
"2970",2016-11-17,2015-11-17,0.4
"2971",2016-11-18,2015-11-18,0.01
"2972",2016-11-19,2015-11-19,0.36
"2973",2016-11-20,2015-11-20,1.2
"2974",2016-11-21,2015-11-21,0.98
"2975",2016-11-22,2015-11-22,0.11
"2976",2016-11-23,2015-11-23,1.56
"2977",NA,2015-11-24,0
"2978",NA,2015-11-25,0
"2979",NA,2015-11-26,0
"2980",NA,2015-11-27,0
"2981",NA,2015-11-28,0
"2982",2016-11-29,2015-11-29,0.17
"2983",2016-11-30,2015-11-30,0.37
"2984",2016-12-01,2015-12-01,0.48
"2985",2016-12-02,2015-12-02,0.02
"2986",2016-12-03,2015-12-03,0.23
"2987",2016-12-04,2015-12-04,1.2
"2988",2016-12-05,2015-12-05,0.26
"2989",2016-12-06,2015-12-06,0.6
"2990",2016-12-07,2015-12-07,0
"2991",2016-12-08,2015-12-08,0.05
"2992",2016-12-09,2015-12-09,0.99
"2993",2016-12-10,2015-12-10,0.53
"2994",2016-12-11,2015-12-11,0.36
"2995",2016-12-12,2015-12-12,0.26
"2996",2016-12-13,2015-12-13,0.02
"2997",2016-12-14,2015-12-14,0.01
"2998",2016-12-15,2015-12-15,0.88
"2999",2016-12-16,2015-12-16,0.06
"3000",2016-12-17,2015-12-17,0
"3001",2016-12-18,2015-12-18,0
"3002",2016-12-19,2015-12-19,0.08
"3003",2016-12-20,2015-12-20,1.27
"3004",2016-12-21,2015-12-21,0.01
"3005",2016-12-22,2015-12-22,0.01
"3006",2016-12-23,2015-12-23,0.37
"3007",2016-12-24,2015-12-24,0.42
"3008",2016-12-25,2015-12-25,0.05
"3009",2016-12-26,2015-12-26,0
"3010",2016-12-27,2015-12-27,0.93
"3011",2016-12-28,2015-12-28,0.04
"3012",2016-12-29,2015-12-29,0
"3013",2016-12-30,2015-12-30,0.07
"3014",2016-12-31,2015-12-31,0
"3015",2016-01-01,2016-01-01,0
"3016",2016-01-02,2016-01-02,0
"3017",2016-01-03,2016-01-03,0.04
"3018",2016-01-04,2016-01-04,0.13
"3019",2016-01-05,2016-01-05,0.19
"3020",2016-01-06,2016-01-06,0.17
"3021",2016-01-07,2016-01-07,0.02
"3022",2016-01-08,2016-01-08,0.05
"3023",2016-01-09,2016-01-09,0.31
"3024",2016-01-10,2016-01-10,0.03
"3025",2016-01-11,2016-01-11,0.1
"3026",2016-01-12,2016-01-12,0.36
"3027",2016-01-13,2016-01-13,2.47
"3028",2016-01-14,2016-01-14,0.16
"3029",2016-01-15,2016-01-15,0.54
"3030",2016-01-16,2016-01-16,0.38
"3031",2016-01-17,2016-01-17,1.06
"3032",2016-01-18,2016-01-18,0.67
"3033",2016-01-19,2016-01-19,1.52
"3034",2016-01-20,2016-01-20,0.92
"3035",2016-01-21,2016-01-21,0.09
"3036",2016-01-22,2016-01-22,1.14
"3037",2016-01-23,2016-01-23,0.35
"3038",2016-01-24,2016-01-24,0.09
"3039",2016-01-25,2016-01-25,0.19
"3040",2016-01-26,2016-01-26,0.06
"3041",2016-01-27,2016-01-27,0.07
"3042",2016-01-28,2016-01-28,0.71
"3043",2016-01-29,2016-01-29,0.64
"3044",2016-01-30,2016-01-30,0.5
"3045",2016-01-31,2016-01-31,0.42
"3046",2016-02-01,2016-02-01,0.2
"3047",2016-02-02,2016-02-02,0.08
"3048",2016-02-03,2016-02-03,0.23
"3049",2016-02-04,2016-02-04,0.85
"3050",2016-02-05,2016-02-05,0.01
"3051",2016-02-06,2016-02-06,0.21
"3052",2016-02-07,2016-02-07,0.04
"3053",2016-02-08,2016-02-08,0.01
"3054",2016-02-09,2016-02-09,0
"3055",2016-02-10,2016-02-10,0
"3056",2016-02-11,2016-02-11,0.01
"3057",2016-02-12,2016-02-12,0.14
"3058",2016-02-13,2016-02-13,0.43
"3059",NA,2016-02-14,0
"3060",NA,2016-02-15,0
"3061",2016-02-16,2016-02-16,0.14
"3062",2016-02-17,2016-02-17,0.02
"3063",2016-02-18,2016-02-18,0.39
"3064",2016-02-19,2016-02-19,0.62
"3065",2016-02-20,2016-02-20,0.73
"3066",2016-02-21,2016-02-21,0.03
"3067",2016-02-22,2016-02-22,0.16
"3068",2016-02-23,2016-02-23,0.02
"3069",2016-02-24,2016-02-24,0.01
"3070",2016-02-25,2016-02-25,0.01
"3071",2016-02-26,2016-02-26,0
"3072",2016-02-27,2016-02-27,0.7
"3073",2016-02-28,2016-02-28,0.19
"3074",2016-02-29,2016-02-29,0.01
"3075",2016-03-01,2016-03-01,0.1
"3076",2016-03-02,2016-03-02,0.47
"3077",2016-03-03,2016-03-03,0.59
"3078",2016-03-04,2016-03-04,0.01
"3079",2016-03-05,2016-03-05,0.54
"3080",2016-03-06,2016-03-06,0.96
"3081",2016-03-07,2016-03-07,0.58
"3082",2016-03-08,2016-03-08,0.09
"3083",2016-03-09,2016-03-09,0.55
"3084",2016-03-10,2016-03-10,1.03
"3085",2016-03-11,2016-03-11,0.19
"3086",2016-03-12,2016-03-12,0.88
"3087",2016-03-13,2016-03-13,0.88
"3088",2016-03-14,2016-03-14,0.7
"3089",2016-03-15,2016-03-15,0.49
"3090",2016-03-16,2016-03-16,0.71
"3091",2016-03-17,2016-03-17,0.03
"3092",2016-03-18,2016-03-18,0
"3093",2016-03-19,2016-03-19,0.01
"3094",2016-03-20,2016-03-20,0.02
"3095",2016-03-21,2016-03-21,0.46
"3096",2016-03-22,2016-03-22,1.38
"3097",2016-03-23,2016-03-23,0.08
"3098",2016-03-24,2016-03-24,0.27
"3099",2016-03-25,2016-03-25,0.04
"3100",2016-03-26,2016-03-26,0.25
"3101",2016-03-27,2016-03-27,0.31
"3102",2016-03-28,2016-03-28,0.19
"3103",2016-03-29,2016-03-29,0.01
"3104",2016-03-30,2016-03-30,0
"3105",2016-03-31,2016-03-31,0
"3106",2016-04-01,2016-04-01,0
"3107",2016-04-02,2016-04-02,0
"3108",2016-04-03,2016-04-03,0
"3109",2016-04-04,2016-04-04,0.49
"3110",2016-04-05,2016-04-05,0.02
"3111",2016-04-06,2016-04-06,0
"3112",2016-04-07,2016-04-07,0
"3113",2016-04-08,2016-04-08,0
"3114",2016-04-09,2016-04-09,0.01
"3115",2016-04-10,2016-04-10,0
"3116",2016-04-11,2016-04-11,0
"3117",2016-04-12,2016-04-12,0
"3118",2016-04-13,2016-04-13,0.46
"3119",2016-04-14,2016-04-14,0.66
"3120",2016-04-15,2016-04-15,0.47
"3121",2016-04-16,2016-04-16,0.01
"3122",2016-04-17,2016-04-17,0
"3123",2016-04-18,2016-04-18,0
"3124",2016-04-19,2016-04-19,0
"3125",2016-04-20,2016-04-20,0
"3126",2016-04-21,2016-04-21,0
"3127",2016-04-22,2016-04-22,0.3
"3128",2016-04-23,2016-04-23,0.04
"3129",2016-04-24,2016-04-24,0.28
"3130",2016-04-25,2016-04-25,0.04
"3131",2016-04-26,2016-04-26,0
"3132",2016-04-27,2016-04-27,0.24
"3133",2016-04-28,2016-04-28,0.07
"3134",2016-04-29,2016-04-29,0.01
"3135",2016-04-30,2016-04-30,0
"3136",2016-05-01,2016-05-01,0
"3137",2016-05-02,2016-05-02,0
"3138",2016-05-03,2016-05-03,0
"3139",2016-05-04,2016-05-04,0.06
"3140",2016-05-05,2016-05-05,0.03
"3141",2016-05-06,2016-05-06,0
"3142",2016-05-07,2016-05-07,0
"3143",2016-05-08,2016-05-08,0
"3144",2016-05-09,2016-05-09,0
"3145",2016-05-10,2016-05-10,0
"3146",2016-05-11,2016-05-11,0
"3147",2016-05-12,2016-05-12,0
"3148",2016-05-13,2016-05-13,0
"3149",2016-05-14,2016-05-14,0.03
"3150",2016-05-15,2016-05-15,0.12
"3151",2016-05-16,2016-05-16,0.08
"3152",2016-05-17,2016-05-17,0.01
"3153",2016-05-18,2016-05-18,0
"3154",2016-05-19,2016-05-19,0.07
"3155",2016-05-20,2016-05-20,0.1
"3156",2016-05-21,2016-05-21,0
"3157",2016-05-22,2016-05-22,0.72
"3158",NA,2016-05-23,0
"3159",NA,2016-05-24,0
"3160",2016-05-25,2016-05-25,0
"3161",2016-05-26,2016-05-26,0
"3162",2016-05-27,2016-05-27,0
"3163",2016-05-28,2016-05-28,0
"3164",2016-05-29,2016-05-29,0.02
"3165",2016-05-30,2016-05-30,0
"3166",2016-05-31,2016-05-31,0
"3167",2016-06-01,2016-06-01,0
"3168",2016-06-02,2016-06-02,0.02
"3169",2016-06-03,2016-06-03,0.02
"3170",2016-06-04,2016-06-04,0
"3171",2016-06-05,2016-06-05,0
"3172",2016-06-06,2016-06-06,0
"3173",2016-06-07,2016-06-07,0
"3174",2016-06-08,2016-06-08,0.02
"3175",2016-06-09,2016-06-09,0.02
"3176",NA,2016-06-10,0
"3177",NA,2016-06-11,0
"3178",NA,2016-06-12,0
"3179",NA,2016-06-13,0
"3180",NA,2016-06-14,0
"3181",NA,2016-06-15,0
"3182",NA,2016-06-16,0
"3183",NA,2016-06-17,0
"3184",NA,2016-06-18,0
"3185",NA,2016-06-19,0
"3186",NA,2016-06-20,0
"3187",2016-06-21,2016-06-21,0.02
"3188",2016-06-22,2016-06-22,0
"3189",2016-06-23,2016-06-23,0.22
"3190",2016-06-24,2016-06-24,0.55
"3191",2016-06-25,2016-06-25,0
"3192",2016-06-26,2016-06-26,0
"3193",2016-06-27,2016-06-27,0
"3194",2016-06-28,2016-06-28,0
"3195",2016-06-29,2016-06-29,0
"3196",2016-06-30,2016-06-30,0
"3197",2016-07-01,2016-07-01,0
"3198",2016-07-02,2016-07-02,0
"3199",2016-07-03,2016-07-03,0
"3200",2016-07-04,2016-07-04,0
"3201",2016-07-05,2016-07-05,0
"3202",2016-07-06,2016-07-06,0
"3203",2016-07-07,2016-07-07,0.02
"3204",2016-07-08,2016-07-08,0.32
"3205",2016-07-09,2016-07-09,0.25
"3206",2016-07-10,2016-07-10,0.62
"3207",2016-07-11,2016-07-11,0.34
"3208",2016-07-12,2016-07-12,0
"3209",NA,2016-07-13,0
"3210",NA,2016-07-14,0
"3211",2016-07-15,2016-07-15,0
"3212",NA,2016-07-16,0
"3213",NA,2016-07-17,0
"3214",2016-07-18,2016-07-18,0.03
"3215",2016-07-19,2016-07-19,0.02
"3216",2016-07-20,2016-07-20,0
"3217",2016-07-21,2016-07-21,0
"3218",2016-07-22,2016-07-22,0
"3219",2016-07-23,2016-07-23,0
"3220",2016-07-24,2016-07-24,0
"3221",2016-07-25,2016-07-25,0
"3222",2016-07-26,2016-07-26,0
"3223",2016-07-27,2016-07-27,0
"3224",2016-07-28,2016-07-28,0
"3225",2016-07-29,2016-07-29,0
"3226",2016-07-30,2016-07-30,0
"3227",2016-07-31,2016-07-31,0
"3228",2016-08-01,2016-08-01,0
"3229",2016-08-02,2016-08-02,0
"3230",2016-08-03,2016-08-03,0
"3231",2016-08-04,2016-08-04,0
"3232",2016-08-05,2016-08-05,0
"3233",2016-08-06,2016-08-06,0
"3234",2016-08-07,2016-08-07,0
"3235",2016-08-08,2016-08-08,0
"3236",2016-08-09,2016-08-09,0
"3237",2016-08-10,2016-08-10,0
"3238",2016-08-11,2016-08-11,0
"3239",2016-08-12,2016-08-12,0
"3240",2016-08-13,2016-08-13,0
"3241",2016-08-14,2016-08-14,0
"3242",2016-08-15,2016-08-15,0
"3243",2016-08-16,2016-08-16,0
"3244",2016-08-17,2016-08-17,0
"3245",2016-08-18,2016-08-18,0
"3246",2016-08-19,2016-08-19,0
"3247",2016-08-20,2016-08-20,0
"3248",2016-08-21,2016-08-21,0.05
"3249",2016-08-22,2016-08-22,0
"3250",2016-08-23,2016-08-23,0
"3251",2016-08-24,2016-08-24,0
"3252",2016-08-25,2016-08-25,0
"3253",2016-08-26,2016-08-26,0
"3254",2016-08-27,2016-08-27,0.02
"3255",2016-08-28,2016-08-28,0.03
"3256",2016-08-29,2016-08-29,0.03
"3257",2016-08-30,2016-08-30,0.04
"3258",2016-08-31,2016-08-31,0.02
"3259",2016-09-01,2016-09-01,0.15
"3260",2016-09-02,2016-09-02,0
"3261",2016-09-03,2016-09-03,0
"3262",2016-09-04,2016-09-04,0
"3263",2016-09-05,2016-09-05,0
"3264",2016-09-06,2016-09-06,0.09
"3265",2016-09-07,2016-09-07,0.23
"3266",2016-09-08,2016-09-08,0.01
"3267",2016-09-09,2016-09-09,0
"3268",2016-09-10,2016-09-10,0
"3269",2016-09-11,2016-09-11,0
"3270",2016-09-12,2016-09-12,0
"3271",2016-09-13,2016-09-13,0
"3272",2016-09-14,2016-09-14,0
"3273",2016-09-15,2016-09-15,0
"3274",2016-09-16,2016-09-16,0
"3275",2016-09-17,2016-09-17,0
"3276",2016-09-18,2016-09-18,0.6
"3277",2016-09-19,2016-09-19,0.06
"3278",2016-09-20,2016-09-20,0
"3279",2016-09-21,2016-09-21,0
"3280",2016-09-22,2016-09-22,0
"3281",2016-09-23,2016-09-23,0.02
"3282",2016-09-24,2016-09-24,0.4
"3283",2016-09-25,2016-09-25,0
"3284",2016-09-26,2016-09-26,0
"3285",2016-09-27,2016-09-27,0
"3286",2016-09-28,2016-09-28,0
"3287",2016-09-29,2016-09-29,0
"3288",2016-09-30,2016-09-30,0
"3289",2017-10-01,2016-10-01,0.2
"3290",2017-10-02,2016-10-02,0.02
"3291",2017-10-03,2016-10-03,0.17
"3292",2017-10-04,2016-10-04,0
"3293",2017-10-05,2016-10-05,0
"3294",2017-10-06,2016-10-06,0
"3295",2017-10-07,2016-10-07,0.09
"3296",2017-10-08,2016-10-08,0.07
"3297",2017-10-09,2016-10-09,0
"3298",2017-10-10,2016-10-10,0
"3299",2017-10-11,2016-10-11,0.38
"3300",2017-10-12,2016-10-12,0.58
"3301",2017-10-13,2016-10-13,0.48
"3302",2017-10-14,2016-10-14,0.15
"3303",2017-10-15,2016-10-15,0.01
"3304",2017-10-16,2016-10-16,0
"3305",2017-10-17,2016-10-17,0
"3306",2017-10-18,2016-10-18,0
"3307",2017-10-19,2016-10-19,0.42
"3308",2017-10-20,2016-10-20,2.09
"3309",2017-10-21,2016-10-21,0.86
"3310",2017-10-22,2016-10-22,2.25
"3311",2017-10-23,2016-10-23,0.03
"3312",2017-10-24,2016-10-24,0.01
"3313",2017-10-25,2016-10-25,0
"3314",2017-10-26,2016-10-26,0
"3315",2017-10-27,2016-10-27,0
"3316",2017-10-28,2016-10-28,0
"3317",2017-10-29,2016-10-29,0.02
"3318",2017-10-30,2016-10-30,0
"3319",2017-10-31,2016-10-31,0
"3320",2017-11-01,2016-11-01,0.02
"3321",NA,2016-11-02,0
"3322",NA,2016-11-03,0
"3323",NA,2016-11-04,0
"3324",NA,2016-11-05,0
"3325",NA,2016-11-06,0
"3326",NA,2016-11-07,0
"3327",NA,2016-11-08,0
"3328",NA,2016-11-09,0
"3329",NA,2016-11-10,0
"3330",NA,2016-11-11,0
"3331",NA,2016-11-12,0
"3332",NA,2016-11-13,0
"3333",2017-11-14,2016-11-14,0.2
"3334",2017-11-15,2016-11-15,0.43
"3335",2017-11-16,2016-11-16,2.24
"3336",2017-11-17,2016-11-17,0.38
"3337",2017-11-18,2016-11-18,0.12
"3338",2017-11-19,2016-11-19,0.02
"3339",2017-11-20,2016-11-20,0.29
"3340",2017-11-21,2016-11-21,0.2
"3341",2017-11-22,2016-11-22,0.43
"3342",2017-11-23,2016-11-23,0.73
"3343",2017-11-24,2016-11-24,0.22
"3344",2017-11-25,2016-11-25,0.02
"3345",2017-11-26,2016-11-26,0.39
"3346",2017-11-27,2016-11-27,0.66
"3347",2017-11-28,2016-11-28,0.07
"3348",2017-11-29,2016-11-29,0.66
"3349",2017-11-30,2016-11-30,0.02
"3350",2017-12-01,2016-12-01,0.53
"3351",2017-12-02,2016-12-02,0.24
"3352",2017-12-03,2016-12-03,1.6
"3353",2017-12-04,2016-12-04,0.08
"3354",2017-12-05,2016-12-05,0.01
"3355",2017-12-06,2016-12-06,0
"3356",2017-12-07,2016-12-07,0
"3357",2017-12-08,2016-12-08,0
"3358",2017-12-09,2016-12-09,0
"3359",2017-12-10,2016-12-10,0
"3360",2017-12-11,2016-12-11,0
"3361",2017-12-12,2016-12-12,0
"3362",2017-12-13,2016-12-13,0
"3363",2017-12-14,2016-12-14,0
"3364",2017-12-15,2016-12-15,0
"3365",2017-12-16,2016-12-16,0.05
"3366",2017-12-17,2016-12-17,0.02
"3367",2017-12-18,2016-12-18,0
"3368",2017-12-19,2016-12-19,0.13
"3369",2017-12-20,2016-12-20,0.88
"3370",2017-12-21,2016-12-21,0.03
"3371",2017-12-22,2016-12-22,0.01
"3372",2017-12-23,2016-12-23,0.08
"3373",2017-12-24,2016-12-24,0.02
"3374",2017-12-25,2016-12-25,0.42
"3375",2017-12-26,2016-12-26,0.01
"3376",2017-12-27,2016-12-27,0.47
"3377",2017-12-28,2016-12-28,0.1
"3378",2017-12-29,2016-12-29,0.08
"3379",2017-12-30,2016-12-30,0.63
"3380",2017-12-31,2016-12-31,0.01
"3381",2017-01-01,2017-01-01,0.13
"3382",2017-01-02,2017-01-02,0.33
"3383",2017-01-03,2017-01-03,0
"3384",2017-01-04,2017-01-04,0.1
"3385",2017-01-05,2017-01-05,0.01
"3386",2017-01-06,2017-01-06,0
"3387",2017-01-07,2017-01-07,0.07
"3388",2017-01-08,2017-01-08,0.79
"3389",2017-01-09,2017-01-09,1.61
"3390",2017-01-10,2017-01-10,0.88
"3391",2017-01-11,2017-01-11,1.56
